class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
PROVER,ERROR,NULL_DEREFERENCE,"object `arr` last assigned on line 114 could be null and is dereferenced at line 115",HIGH,115,"void EmojiconGridFragment.onViewCreated(View,Bundle)","io.github.rockerhieu.emojicon.EmojiconGridFragment.onViewCreated(android.view.View,android.os.Bundle.619e88dcd1196fc1401440520490afa2",library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java,"{""trace"":[{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":89,""description"":""start of procedure onViewCreated(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EmojiconGridFragment.onViewCreated(View,Bundle)""},{""tag"":""name_id"",""value"":""io.github.rockerhieu.emojicon.EmojiconGridFragment.onViewCreated(android.view.View,android.os.Bundle.619e88dcd1196fc1401440520490afa2""}]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":90,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":91,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":97,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":98,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":105,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/emoji/Emojicon.java"",""line_number"":47,""description"":""start of procedure getEmojicons(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""io.github.rockerhieu.emojicon.emoji.Emojicon[] Emojicon.getEmojicons(int)""},{""tag"":""name_id"",""value"":""io.github.rockerhieu.emojicon.emoji.Emojicon.getEmojicons(int):io.github.rockerhieu.emojicon.emoji.E.6e49038de303a8d3cb7afe70c7970dde""}]},{""level"":1,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/emoji/Emojicon.java"",""line_number"":48,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":1,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/emoji/Emojicon.java"",""line_number"":50,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/emoji/Emojicon.java"",""line_number"":60,""description"":""return from a call to io.github.rockerhieu.emojicon.emoji.Emojicon[] Emojicon.getEmojicons(int)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""io.github.rockerhieu.emojicon.emoji.Emojicon[] Emojicon.getEmojicons(int)""},{""tag"":""name_id"",""value"":""io.github.rockerhieu.emojicon.emoji.Emojicon.getEmojicons(int):io.github.rockerhieu.emojicon.emoji.E.6e49038de303a8d3cb7afe70c7970dde""}]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":105,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":107,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":110,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":111,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconAdapter.java"",""line_number"":53,""description"":""start of procedure EmojiconAdapter(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""EmojiconAdapter.<init>(Context,io.github.rockerhieu.emojicon.emoji.Emojicon[],boolean)""},{""tag"":""name_id"",""value"":""io.github.rockerhieu.emojicon.grid.EmojiconAdapter.<init>(android.content.Context,io.github.rockerhieu.em.cbc337cf7fafe95ae6365028df28938e""}]},{""level"":1,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconAdapter.java"",""line_number"":54,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":1,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconAdapter.java"",""line_number"":36,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconAdapter.java"",""line_number"":55,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconAdapter.java"",""line_number"":56,""description"":""return from a call to EmojiconAdapter.<init>(Context,io.github.rockerhieu.emojicon.emoji.Emojicon[],boolean)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""EmojiconAdapter.<init>(Context,io.github.rockerhieu.emojicon.emoji.Emojicon[],boolean)""},{""tag"":""name_id"",""value"":""io.github.rockerhieu.emojicon.grid.EmojiconAdapter.<init>(android.content.Context,io.github.rockerhieu.em.cbc337cf7fafe95ae6365028df28938e""}]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":111,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":112,""description"":""Skipped call: function or method not found"",""node_tags"":[]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":114,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""library/src/main/java/io/github/rockerhieu/emojicon/EmojiconGridFragment.java"",""line_number"":115,""description"":"""",""node_tags"":[]}]}","258590893","<qualifier_tags><bucket>B1</bucket><line>115</line><assigned_line>114</assigned_line><value>arr</value></qualifier_tags>","1067190675","1","false",""
